projid,external_management,client_base,risk,contract_type,Contractor_type,Delivery_model,state,jv,Sector,Profit Center Lock indicator,recur_revenue,Service_focus,Contract_type2,actual_margin,original_bid_margin,Days,start_year,Bid_margin_per_day
1103,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,Y,23,Type 1,118638.83,181991,729,2020, 250 
1104,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,Y,23,Type 1,49295.7,125467,729,2020, 172 
1105,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,86346.14,29623.79,729,2020, 41 
1106,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,470550.91,327981.5,333,2021, 985 
1107,no,Private Sector,2,1,1,1,Ontario,no,Blue,no,N,26,Type 2,181002.82,69002,729,2020, 95 
1108,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,36983.19,27459.7,729,2020, 38 
1109,no,Public Sector,2,1,2,1,Saskatchewan,no,Green,no,N,7,Type 3,1073339.72,621854.29,371,2020," 1,676 "
1110,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,158403.66,68822.42,361,2021, 191 
1111,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,17,Type 3,484264.73,305626.64,298,2021," 1,026 "
1112,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,-45474.53,7889.98,361,2021, 22 
1113,no,Private Sector,3,2,2,1,Ontario,no,Blue,no,N,26,Type 3,79449.76,40732.14,361,2021, 113 
1114,no,Indirect Public/Utility,3,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,41394.69,24532.99,361,2021, 68 
1115,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,-9829.36,15426.11,361,2021, 43 
1116,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,364157.88,306889.44,361,2021, 850 
1117,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,33072.21,-102004.07,364,2021,-280 
1118,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,165755.93,-244526.85,364,2021,-672 
1119,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,54860.37,59407.7,361,2021, 165 
1120,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,Y,23,Type 3,18413.6,11469.08,361,2021, 32 
1121,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,15,Type 3,-38318.02,-12437603.15,364,2021,"-34,169 "
1122,no,Private Sector,2,1,1,2,Alberta,no,Red,no,N,1,Type 2,337806.02,-150476.33,0,2021, -   
1123,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,22,Type 3,743146.59,1426738.28,361,2021," 3,952 "
1124,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,51786.84,165958.48,361,2021, 460 
1125,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,172162.97,589592,361,2021," 1,633 "
1126,no,Public Sector,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,39590.66,194221,361,2021, 538 
1127,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,331145.55,643488,579,2021," 1,111 "
1128,no,Indirect Public/Utility,1,1,1,2,Ontario,no,Blue,no,Y,13,Type 1,6535477.98,45054428,725,2021," 62,144 "
1129,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,13,Type 2,-241854.03,3000000,361,2021," 8,310 "
1130,no,Private Sector,2,1,1,1,Alberta,no,Red,no,N,1,Type 2,129764.71,21415.31,0,2021, -   
1131,no,Public Sector,2,1,2,1,Saskatchewan,no,Green,yes,N,7,Type 3,298693.09,367478.23,299,2021," 1,229 "
1132,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,45653.13,43180.67,725,2021, 60 
1133,yes,Indirect Public/Utility,2,1,1,3,Ontario,no,Blue,no,N,26,Type 3,663729.95,125556.08,725,2021, 173 
1134,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,N,3,Type 1,-12865.77,49030,2190,2021, 22 
1135,no,Public Sector,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,42477.08,97344,361,2021, 270 
1136,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,10,Type 3,187580.71,439582.74,252,2021," 1,744 "
1137,no,Public Sector,4,1,1,3,Ontario,no,Yellow,no,N,17,Type 3,2661192.48,1621233.83,952,2021," 1,703 "
1138,no,Public Sector,3,2,1,3,Manitoba,no,Blue,no,N,23,Type 2,-1357.7,0.05,361,2021, 0 
1139,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-17167.24,44962.02,2190,2021, 21 
1140,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 2,-1873.7,17332.46,361,2021, 48 
1141,no,Public Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-65734.59,0,0,2021, -   
1142,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,22,Type 1,-153999.01,116684.54,361,2021, 323 
1143,no,Indirect Public/Utility,2,1,1,2,Northwest Terr.,no,Blue,no,N,27,Type 2,396802.04,540624.69,361,2021," 1,498 "
1144,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,19626.86,17121.69,361,2021, 47 
1145,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,-16586.81,26205.73,361,2021, 73 
1146,no,Private Sector,3,2,2,1,Ontario,no,Yellow,no,N,17,Type 2,-24748.56,115147.75,176,2021, 654 
1147,no,Public Sector,2,2,1,3,Ontario,no,Blue,no,N,23,Type 2,185851.28,318806.8,361,2021, 883 
1148,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,235494.74,112292.85,361,2021, 311 
1149,no,Private Sector,3,2,2,1,Ontario,no,Yellow,no,N,7,Type 2,700000.77,211502.27,844,2021, 251 
1150,no,Public Sector,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,-558.24,85000,361,2021, 235 
1151,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,2578.06,4270.19,361,2021, 12 
1152,no,Private Sector,2,2,2,1,British Columbia,no,Blue,no,N,27,Type 2,474919.71,11520634.93,361,2021," 31,913 "
1153,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,122512.35,224357.59,250,2021, 897 
1154,no,Indirect Public/Utility,2,2,1,2,Ontario,no,Blue,no,N,23,Type 2,130261.78,1832628.06,451,2021," 4,063 "
1155,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,-163921.49,92619.32,361,2021, 257 
1156,no,Public Sector,2,1,1,1,Alberta,no,Green,yes,N,7,Type 3,859185.93,379957.08,251,2021," 1,514 "
1157,no,Public Sector,2,1,1,1,Ontario,no,Yellow,yes,N,7,Type 3,-49053.77,56847.41,269,2021, 211 
1158,no,Private Sector,3,2,2,2,Ontario,no,Orange,no,Y,3,Type 2,259740.74,119450.2,0,2021, -   
1159,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,62373,280818.19,237,2021," 1,185 "
1160,no,Private Sector,1,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,2227.66,25469.43,639,2021, 40 
1161,no,Indirect Public/Utility,3,1,2,2,Ontario,no,Blue,no,N,23,Type 2,15107.35,10677,361,2021, 30 
1162,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,558235.63,264689.23,223,2021," 1,187 "
1163,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,23657.24,13543.85,361,2021, 38 
1164,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,316089.06,325586.66,217,2021," 1,500 "
1165,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,51815.57,82446.68,124,2021, 665 
1166,no,Indirect Public/Utility,2,2,3,1,Ontario,no,Blue,no,N,26,Type 2,-15365.52,17754.27,361,2021, 49 
1167,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,982607.45,409218.54,216,2021," 1,895 "
1168,yes,Public Sector,5,2,1,5,Ontario,yes,Indigo,no,N,15,Type 2,207360898.5,47799481.09,941,2021," 50,796 "
1169,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,52475.31,3007.98,1824,2021, 2 
1170,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,-12923.36,18485.68,88,2021, 210 
1171,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,-10942.89,28630.37,123,2021, 233 
1172,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,-20104.65,17544.51,121,2021, 145 
1173,no,Private Sector,2,1,2,1,Ontario,no,Blue,no,N,27,Type 3,697816.89,2058004.03,361,2021," 5,701 "
1174,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,191181.55,45845.82,361,2021, 127 
1175,no,Indirect Public/Utility,2,2,1,2,Ontario,no,Blue,no,N,23,Type 2,39014.74,11443.71,361,2021, 32 
1176,no,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,23,Type 2,15758.85,10152.28,361,2021, 28 
1177,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,21,Type 1,105096.53,275662.76,361,2021, 764 
1178,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,21,Type 1,6600.97,3677.83,361,2021, 10 
1179,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,22,Type 3,80467.22,38283.81,361,2021, 106 
1180,no,Private Sector,2,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,17897.22,42123.24,1060,2021, 40 
1181,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,23048.03,152172.92,361,2021, 422 
1182,no,Public Sector,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,177559.14,95392.58,234,2021, 408 
1183,no,Private Sector,3,1,2,1,Ontario,yes,Yellow,no,N,15,Type 3,34163.03,650451.95,456,2021," 1,426 "
1184,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-63953.25,200001.74,202,2021, 990 
1185,no,Private Sector,2,1,1,3,Alberta,no,Red,yes,N,1,Type 1,42924.62,25428,0,2021, -   
1186,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,258483.56,92256.2,361,2021, 256 
1187,no,Private Sector,2,1,1,1,Alberta,no,Red,no,N,1,Type 2,-885752.12,43878.5,0,2021, -   
1188,no,Private Sector,2,1,3,1,Ontario,no,Yellow,no,N,7,Type 3,-44783.83,236154.61,571,2021, 414 
1189,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,21,Type 3,295731.02,215673.19,725,2021, 297 
1190,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,36481.25,26115.39,122,2021, 214 
1191,no,Private Sector,3,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-143441.71,-4892945.61,0,2021, -   
1192,no,Private Sector,3,2,2,1,Tennessee,no,Orange,no,N,3,Type 1,481236.56,0,0,2021, -   
1193,no,Private Sector,4,1,1,1,Ontario,no,Red,no,N,13,Type 1,2088598.65,662069.27,426,2021," 1,554 "
1194,no,Private Sector,1,1,1,3,Ontario,no,Yellow,no,N,7,Type 3,19668.57,40832.26,606,2021, 67 
1195,no,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,23,Type 2,0,11909.88,361,2021, 33 
1196,no,Public Sector,3,1,1,1,Ontario,no,Green,no,N,14,Type 1,164171.93,108202.05,214,2021, 506 
1197,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,98470.39,308559.62,151,2021," 2,043 "
1198,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,134044.15,176713.91,188,2021, 940 
1199,no,Private Sector,2,1,1,3,Alberta,no,Red,no,N,1,Type 2,-2056485.88,14029.17,0,2021, -   
1200,no,Indirect Public/Utility,2,1,2,2,Manitoba,no,Blue,no,N,21,Type 1,27501.35,12499.87,360,2021, 35 
1201,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,21,Type 1,318759.59,254520.81,361,2021, 705 
1202,no,Private Sector,3,2,2,1,Ontario,no,Yellow,no,N,7,Type 2,215278.87,155194.01,115,2021," 1,350 "
1203,no,Indirect Public/Utility,1,2,1,2,Ontario,no,Blue,no,N,21,Type 2,-52089.73,-0.45,361,2021,-0 
1204,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,-148872.62,19210.11,156,2021, 123 
1205,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,-1038513.79,1028281.88,172,2021," 5,978 "
1206,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,138096.7,382069.34,472,2021, 809 
1207,no,Indirect Public/Utility,2,1,1,2,Ontario,no,Blue,no,N,23,Type 3,296035.89,40758.69,361,2021, 113 
1208,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-399652.55,193149.88,757,2021, 255 
1209,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-270727.58,126301,120,2021," 1,053 "
1210,no,Public Sector,2,2,1,3,Oregon,no,Red,no,N,6,Type 2,1335209.75,945767,0,2021, -   
1211,no,Private Sector,1,2,2,3,Oregon,no,Red,no,N,6,Type 1,430210.53,120460,0,2021, -   
1212,yes,Public Sector,3,2,1,3,Manitoba,no,Red,no,N,6,Type 2,9881033.97,54122047.48,0,2021, -   
1213,no,Public Sector,1,2,1,3,Manitoba,no,Red,no,N,6,Type 1,-503393.43,0,0,2021, -   
1214,no,Indirect Public/Utility,3,1,1,1,Ontario,no,Blue,no,N,26,Type 3,-69204.38,70265.19,360,2021, 195 
1215,no,Indirect Public/Utility,2,1,1,1,Alberta,no,Blue,no,N,27,Type 3,598692.74,536886.35,360,2021," 1,491 "
1216,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,194128.55,76218.11,86,2021, 886 
1217,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,5335.08,24518.5,419,2021, 59 
1218,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,33364.9,18535.64,0,2021, -   
1219,no,Indirect Public/Utility,2,1,2,1,Ontario,no,Blue,no,N,27,Type 3,294706.11,182500.3,360,2021, 507 
1220,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-98332.09,58088.76,0,2021, -   
1221,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-59712.28,202615.72,367,2021, 552 
1222,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,23441.05,23485.54,361,2021, 65 
1223,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,150964.76,57877.98,361,2021, 160 
1224,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-218448.83,175280.37,80,2021," 2,191 "
1225,no,Private Sector,3,1,3,1,Ontario,no,Yellow,no,N,7,Type 3,-182352.99,258322.91,29,2021," 8,908 "
1226,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,13564.8,26990.45,396,2021, 68 
1227,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,114459.9,27132.46,425,2021, 64 
1228,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,0,35294.32,121,2021, 292 
1229,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,776462.81,616610.25,126,2021," 4,894 "
1230,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,374131.1,93149.92,78,2021," 1,194 "
1231,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,62236.4,88815.67,725,2021, 123 
1232,no,Public Sector,3,1,2,1,British Columbia,no,Green,no,N,14,Type 2,1639400.48,2709202.6,729,2021," 3,716 "
1233,no,Indirect Public/Utility,2,2,1,2,Ontario,no,Blue,no,N,23,Type 2,33500.84,14268.9,361,2021, 40 
1234,no,Private Sector,3,1,1,1,Ontario,no,Red,no,N,12,Type 1,474624.49,-548637.32,0,2021, -   
1235,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,23,Type 3,1410804.43,322633.43,726,2021, 444 
1236,no,Private Sector,3,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,130354.39,103510.9,129,2021, 802 
1237,no,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,13,Type 2,476798.71,-2711145.2,361,2021,"-7,510 "
1238,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,59304.33,108597.74,66,2021," 1,645 "
1239,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-18294.72,133339.47,812,2021, 164 
1240,no,Public Sector,2,2,2,1,Alberta,no,Green,no,N,7,Type 3,-21182.11,87717.97,48,2021," 1,827 "
1241,no,Public Sector,2,1,2,1,Alberta,no,Green,yes,N,7,Type 3,579474.52,446458.89,111,2021," 4,022 "
1242,no,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,27,Type 2,165271.35,-24540.54,361,2021,-68 
1243,no,Indirect Public/Utility,2,2,2,1,British Columbia,no,Blue,no,N,26,Type 2,49340.38,9218.41,361,2021, 26 
1244,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-102432.19,76907.18,70,2021," 1,099 "
1245,no,Indirect Public/Utility,2,2,1,2,Ontario,no,Blue,no,N,23,Type 2,100761.04,118633.17,361,2021, 329 
1246,no,Private Sector,3,2,1,1,Alberta,no,Red,no,N,13,Type 2,136556.8,104184,0,2021, -   
1247,no,Public Sector,3,1,2,1,Alberta,no,Green,yes,N,7,Type 3,0,25141.18,37,2021, 679 
1248,no,Public Sector,2,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,2216.35,243352.35,319,2021, 763 
1249,no,Indirect Public/Utility,1,2,1,1,Ontario,no,Blue,no,N,23,Type 1,39433.9,280659,361,2021, 777 
1250,no,Indirect Public/Utility,1,2,1,1,Ontario,no,Blue,no,N,23,Type 1,-72465.72,186188.11,361,2021, 516 
1251,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,73095.73,26182.93,361,2021, 73 
1252,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,20077.25,10027,361,2021, 28 
1253,no,Indirect Public/Utility,2,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,42429.39,31957.95,361,2021, 89 
1254,no,Private Sector,3,2,2,1,Ontario,no,Orange,no,N,2,Type 2,106302.58,-842732.07,0,2021, -   
1255,no,Indirect Public/Utility,3,2,1,1,Alberta,no,Blue,no,N,23,Type 2,2163243.82,5325219.77,361,2021," 14,751 "
1256,no,Private Sector,3,2,1,1,Alberta,no,Red,no,N,13,Type 2,272514.89,653853.94,0,2021, -   
1257,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,345683.26,1196627.3,457,2021," 2,618 "
1258,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,94199.61,41366.35,103,2021, 402 
1259,no,Indirect Public/Utility,1,1,1,2,Ontario,no,Blue,no,N,23,Type 3,-66744.29,-169311.75,361,2021,-469 
1260,no,Private Sector,2,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,151266.16,194244.64,268,2021, 725 
1261,no,Private Sector,2,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,0,-1569625.63,273,2021,"-5,750 "
1262,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,932593.55,500471.38,457,2021," 1,095 "
1263,no,Indirect Public/Utility,3,3,1,1,Ontario,no,Blue,no,N,26,Type 1,-144565.92,136621.67,361,2021, 378 
1264,no,Indirect Public/Utility,2,2,1,2,Ontario,no,Blue,no,N,22,Type 2,-7370.8,-168999.19,361,2021,-468 
1265,no,Public Sector,3,1,2,1,British Columbia,no,Green,no,N,14,Type 1,-1232177.97,149241.91,1094,2021, 136 
1266,no,Indirect Public/Utility,1,2,1,2,Ontario,no,Blue,no,N,23,Type 2,43882.85,33255.18,361,2021, 92 
1267,no,Private Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,46662.83,15822,74,2021, 214 
1268,no,Public Sector,3,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,1532795.85,1789730.92,1038,2021," 1,724 "
1269,no,Public Sector,2,1,1,1,Alberta,no,Green,no,N,7,Type 3,-123545.28,89091.82,440,2021, 202 
1270,no,Private Sector,2,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,-176021.84,646746.2,395,2021," 1,637 "
1271,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,64126.13,-65798.89,361,2021,-182 
1272,yes,Private Sector,1,1,1,3,Ontario,no,Orange,no,N,3,Type 1,4513795.68,0,0,2021, -   
1273,no,Private Sector,1,2,1,2,Alberta,no,Red,no,N,1,Type 2,121906.11,39513.76,0,2021, -   
1274,no,Private Sector,3,2,2,1,Maryland,no,Orange,no,N,3,Type 1,-158583.16,0,0,2021, -   
1275,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-972660.48,-11573381.57,2190,2021,"-5,285 "
1276,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,14,Type 2,-127680.39,-872928.52,729,2021,"-1,197 "
1277,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-468782.44,56573.89,0,2021, -   
1278,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,60509.41,126778.53,56,2021," 2,264 "
1279,no,Public Sector,3,1,2,1,Alberta,no,Green,no,N,7,Type 3,15022.29,205517.75,267,2021, 770 
1280,no,Indirect Public/Utility,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,25260.81,28245.06,364,2021, 78 
1281,no,Private Sector,3,3,2,1,Louisiana,no,Orange,no,N,3,Type 1,-6477.95,0,0,2021, -   
1282,no,Private Sector,2,2,2,1,Ontario,no,Yellow,no,N,7,Type 2,-295349.61,133868.04,356,2021, 376 
1283,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,65045.21,98960.06,361,2021, 274 
1284,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,123974.42,157563.84,361,2021, 436 
1285,no,Indirect Public/Utility,1,1,1,2,Manitoba,no,Blue,no,N,23,Type 1,49304.3,25940.1,361,2021, 72 
1286,no,Private Sector,1,2,1,2,Alberta,no,Red,no,N,1,Type 2,1141.21,2317.69,0,2021, -   
1287,no,Private Sector,3,2,1,1,Manitoba,no,Red,no,N,13,Type 2,668036.34,603866.61,0,2021, -   
1288,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,27,Type 3,234971.39,85371.97,729,2021, 117 
1289,no,Indirect Public/Utility,1,2,1,2,Ontario,no,Blue,no,N,23,Type 2,23510.24,22695.4,361,2021, 63 
1290,no,Indirect Public/Utility,1,2,1,2,Ontario,no,Blue,no,N,23,Type 2,-8652.09,32414.74,361,2021, 90 
1291,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,9401.51,9718,0,2021, -   
1292,no,Public Sector,2,1,2,1,Alberta,no,Green,no,N,7,Type 3,-98048.95,223744.36,248,2021, 902 
1293,no,Indirect Public/Utility,2,2,2,1,Alberta,no,Blue,no,N,21,Type 2,-695825.44,-3944384.8,725,2021,"-5,441 "
1294,no,Private Sector,3,1,2,1,Tennessee,no,Orange,no,N,3,Type 1,2221964.08,0,0,2021, -   
1295,no,Indirect Public/Utility,3,2,2,1,Alberta,no,Blue,no,N,26,Type 2,-16913.55,-342658.84,361,2021,-949 
1296,no,Public Sector,4,1,2,1,Alberta,no,Green,no,N,14,Type 2,-2255495.57,584630.9,729,2021, 802 
1297,no,Indirect Public/Utility,1,1,2,2,Ontario,no,Blue,no,N,23,Type 1,10918.48,13783.3,725,2021, 19 
1298,yes,Indirect Public/Utility,2,2,1,1,Ontario,no,Blue,no,N,25,Type 2,-349798.07,135279.69,729,2021, 186 
1299,no,Public Sector,4,2,1,1,British Columbia,no,Green,no,N,16,Type 2,25162149.58,41396132,1524,2021," 27,163 "
1300,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,-356.88,31574,0,2021, -   
1301,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,-811874.22,1498403.44,383,2021," 3,912 "
1302,no,Private Sector,3,2,1,3,Alberta,no,Red,no,N,1,Type 2,-863524.58,928336,0,2021, -   
1303,no,Public Sector,2,1,2,1,Ontario,no,Green,no,N,14,Type 1,-52067.92,-3340885.24,1094,2021,"-3,054 "
1304,no,Private Sector,2,1,1,3,Ontario,no,Orange,no,N,3,Type 1,79850.95,0,0,2021, -   
1305,no,Private Sector,3,2,1,1,Ontario,no,Blue,no,N,26,Type 2,22903.98,0,725,2021, -   
1306,no,Private Sector,1,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,-15752.68,5504199.59,975,2021," 5,645 "
1307,no,Indirect Public/Utility,1,2,1,2,Ontario,no,Blue,no,N,23,Type 2,49833.07,33088.81,725,2021, 46 
1308,no,Indirect Public/Utility,3,2,2,1,Ontario,no,Blue,no,N,26,Type 2,-533409.42,-1415489,725,2021,"-1,952 "
1309,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,1,Type 2,11336.9,7290,0,2021, -   
1310,no,Private Sector,2,1,1,1,Alberta,no,Red,no,N,1,Type 1,128313.55,11859.41,0,2021, -   
1311,no,Private Sector,2,1,2,1,Ontario,no,Yellow,no,N,7,Type 3,21881.48,242075.81,560,2021, 432 
1312,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,37919.13,16078.76,0,2021, -   
1313,no,Private Sector,4,2,1,3,Ontario,no,Red,no,N,12,Type 2,19342.11,9758.92,0,2021, -   
1314,no,Public Sector,2,1,1,1,Saskatchewan,no,Green,no,N,7,Type 3,-167090.43,211982.08,372,2021, 570 
1315,no,Public Sector,2,1,2,1,Manitoba,no,Green,no,N,14,Type 2,-669023.95,-5760047.12,729,2021,"-7,901 "
1316,no,Private Sector,1,1,1,2,Ontario,no,Orange,no,Y,3,Type 1,3147.62,5506,0,2021, -   
1317,no,Indirect Public/Utility,2,1,1,1,Ontario,no,Blue,no,N,13,Type 1,102520.56,-61235987.39,729,2021,"-84,000 "
1318,no,Private Sector,1,2,3,1,Ontario,no,Yellow,no,N,17,Type 2,-941743.7,245214.02,198,2022," 1,238 "
1319,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-825588.74,791528.21,640,2022," 1,237 "
1320,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-709303.19,2081373.48,1017,2022," 2,047 "
1321,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,0,71363.05,140,2022, 510 
1322,no,Public Sector,1,1,1,1,Ontario,no,Yellow,no,N,7,Type 3,-1136623.11,404343.29,188,2022," 2,151 "
